Wall time,Step,Value
1700557319.168037,1,2.1761436462402344
1700557330.402591,2,2.1757864952087402
1700557341.489456,3,2.1810109615325928
1700557352.5405068,4,2.184141159057617
1700557363.5066528,5,2.178544282913208
1700557374.4771879,6,2.1610357761383057
1700557385.6029036,7,2.1584606170654297
1700557396.4454966,8,2.1538784503936768
1700557407.3953714,9,2.149233102798462
1700557418.3799195,10,2.1407337188720703
1700557429.690701,11,2.157792568206787
1700557441.4171073,12,2.101027011871338
1700557453.1788697,13,2.0686402320861816
1700557464.6445458,14,2.0486257076263428
1700557476.0942159,15,2.036257028579712
1700557487.6696968,16,2.0225067138671875
1700557499.044934,17,2.0192580223083496
1700557510.9459612,18,2.0116353034973145
1700557522.375501,19,2.009840965270996
1700557533.8881621,20,2.004004716873169
1700557545.1618211,21,2.003871440887451
1700557556.4843159,22,1.9961491823196411
1700557567.7105477,23,1.9864813089370728
1700557579.1758523,24,1.984706997871399
1700557590.7385592,25,1.9780505895614624
1700557602.1011107,26,1.9803329706192017
1700557613.3132098,27,1.9787931442260742
1700557624.8139338,28,1.9740875959396362
1700557635.8902261,29,1.9674885272979736
1700557646.8391912,30,1.975026249885559
1700557657.7910113,31,1.978137731552124
1700557668.6912284,32,1.9704941511154175
1700557679.672675,33,1.9680020809173584
1700557690.1465893,34,1.9722124338150024
1700557700.9627466,35,1.9651174545288086
1700557711.9089987,36,1.9708806276321411
1700557722.8141816,37,1.9657031297683716
1700557733.8316813,38,1.9739439487457275
1700557744.838421,39,1.96817147731781
1700557755.844584,40,1.9672250747680664
1700557766.8169296,41,1.9698193073272705
1700557777.6840594,42,1.974304437637329
1700557788.6553967,43,1.9723799228668213
1700557799.736525,44,1.9713060855865479
1700557810.704676,45,1.9674416780471802
1700557821.6645565,46,1.9721523523330688
1700557832.8050697,47,1.9657710790634155
1700557843.6795442,48,1.9656010866165161
1700557854.7061257,49,1.961037516593933
1700557865.640239,50,1.9665632247924805
1700557876.4346142,51,1.97266685962677
1700557887.4241948,52,1.9003013372421265
1700557898.9674864,53,1.8767446279525757
1700557910.4523177,54,1.862468957901001
1700557921.8026626,55,1.860433578491211
1700557933.3012812,56,1.861093282699585
1700557944.7390344,57,1.8556437492370605
1700557956.2319014,58,1.85214364528656
1700557967.5550466,59,1.8546104431152344
1700557979.038125,60,1.8498762845993042
1700557990.3716242,61,1.8489875793457031
1700558001.6515837,62,1.8535047769546509
1700558013.0551503,63,1.8437316417694092
1700558024.3281662,64,1.8479098081588745
1700558035.6455145,65,1.8435122966766357
1700558047.0018003,66,1.84368896484375
1700558058.2676249,67,1.8419352769851685
1700558069.4586906,68,1.8443650007247925
1700558080.658189,69,1.8373032808303833
1700558091.8888922,70,1.8458181619644165
1700558103.206147,71,1.842515468597412
1700558114.4001215,72,1.8355977535247803
1700558125.7733848,73,1.8431686162948608
1700558137.0890796,74,1.838679552078247
1700558148.3252819,75,1.8390815258026123
1700558159.6846771,76,1.8312530517578125
1700558170.9325476,77,1.8363014459609985
1700558182.1818626,78,1.8435693979263306
1700558193.4262536,79,1.8375403881072998
1700558204.6924498,80,1.8371142148971558
1700558215.9653177,81,1.8433609008789062
1700558227.256196,82,1.8006962537765503
1700558238.6710372,83,1.7879621982574463
1700558249.7786992,84,1.7884641885757446
1700558261.0106893,85,1.78103506565094
1700558272.1379118,86,1.7816458940505981
1700558283.44613,87,1.7830685377120972
1700558294.6637673,88,1.7883758544921875
1700558305.9494712,89,1.781314730644226
1700558317.0777915,90,1.7855268716812134
1700558328.1893146,91,1.776898741722107
1700558339.396341,92,1.7762471437454224
1700558351.0379136,93,1.7782729864120483
1700558362.4411275,94,1.7740600109100342
1700558373.6381454,95,1.7772736549377441
1700558384.8704634,96,1.7750557661056519
1700558396.0015583,97,1.7729225158691406
1700558407.1346457,98,1.7773078680038452
1700558418.251567,99,1.7811832427978516
1700558429.375168,100,1.7721433639526367
1700558440.405345,101,1.7810466289520264
1700558451.5201895,102,1.7762202024459839
1700558462.8081286,103,1.7725294828414917
1700558474.0474286,104,1.7706637382507324
1700558485.065384,105,1.7783231735229492
1700558496.139115,106,1.7730621099472046
1700558507.3829317,107,1.755029320716858
1700558518.5854206,108,1.747856855392456
1700558529.9010875,109,1.7440097332000732
1700558541.3051312,110,1.7474385499954224
1700558552.6867182,111,1.7439531087875366
1700558563.9241831,112,1.740293264389038
1700558575.413909,113,1.7454314231872559
1700558586.7456408,114,1.7424287796020508
1700558598.1593096,115,1.741086721420288
1700558609.7003436,116,1.7405139207839966
1700558621.174048,117,1.7383085489273071
1700558632.7478971,118,1.740486979484558
1700558644.320314,119,1.7402851581573486
1700558656.359672,120,1.7357048988342285
1700558668.0557265,121,1.7431262731552124
1700558679.6911807,122,1.7411861419677734
1700558691.1933978,123,1.738848328590393
1700558702.7020826,124,1.7386341094970703
1700558713.9925122,125,1.7411249876022339
1700558725.3620734,126,1.743199110031128
1700558736.7836156,127,1.7348209619522095
1700558747.9987366,128,1.7366012334823608
1700558759.266666,129,1.7445018291473389
1700558770.364259,130,1.7211806774139404
1700558781.612794,131,1.719666600227356
1700558792.594981,132,1.7260452508926392
1700558803.844687,133,1.7150822877883911
1700558814.939864,134,1.7163379192352295
1700558825.8804991,135,1.7154083251953125
1700558837.2461107,136,1.7161153554916382
1700558848.804364,137,1.7116367816925049
1700558860.470479,138,1.7215255498886108
1700558871.9277875,139,1.7247239351272583
1700558883.3740125,140,1.7167214155197144
1700558894.833497,141,1.718822717666626
1700558905.98631,142,1.718680500984192
1700558917.1558523,143,1.717789649963379
1700558928.249032,144,1.718645453453064
1700558939.7083974,145,1.7121212482452393
1700558951.0475674,146,1.7101060152053833
1700558962.2826905,147,1.7171458005905151
1700558973.4159021,148,1.7150946855545044
