Wall time,Step,Value
1699593289.8098497,1,2.0315628051757812
1699593320.7547143,2,1.740715742111206
1699593351.680603,3,1.5767408609390259
1699593382.3366175,4,1.4324955940246582
1699593413.0424335,5,1.3092694282531738
1699593443.8026896,6,1.2121331691741943
1699593475.2877228,7,1.1274744272232056
1699593505.9663951,8,1.0515520572662354
1699593536.5882921,9,0.9863873720169067
1699593568.856089,10,0.9252275824546814
1699593599.916957,11,0.8977511525154114
1699593630.6661558,12,0.8536441922187805
1699593661.4691596,13,0.8304720520973206
1699593692.279286,14,0.7978401184082031
1699593723.3770678,15,0.7687751054763794
1699593754.9836328,16,0.7697038650512695
1699593786.6235065,17,0.7523021697998047
1699593818.0740552,18,0.7271536588668823
1699593848.8062832,19,0.7169927954673767
1699593879.5401576,20,0.6948426961898804
1699593910.2641792,21,0.6920574903488159
1699593940.8788927,22,0.6741191148757935
1699593971.5742333,23,0.6716417670249939
1699594002.4565592,24,0.6631859540939331
1699594033.224876,25,0.6482824683189392
1699594064.5004442,26,0.6500849723815918
1699594095.379755,27,0.6440783143043518
1699594126.315343,28,0.6273608207702637
1699594157.6050096,29,0.6420217156410217
1699594188.5532234,30,0.6193868517875671
1699594219.3283486,31,0.616021990776062
1699594250.1983895,32,0.6171284317970276
1699594280.9539354,33,0.6027354598045349
1699594312.0920537,34,0.6015927791595459
1699594345.167168,35,0.5974878072738647
1699594376.6453164,36,0.6037263870239258
1699594407.9950485,37,0.5955126881599426
1699594439.4594018,38,0.5984945297241211
1699594471.1175954,39,0.58186274766922
1699594502.457789,40,0.5882660746574402
1699594533.7924209,41,0.5776423215866089
1699594565.3046203,42,0.5786942839622498
1699594596.636512,43,0.564759373664856
1699594628.012148,44,0.576088011264801
1699594659.652843,45,0.5806580781936646
1699594690.9482765,46,0.5775427222251892
1699594722.4548693,47,0.5607481598854065
1699594753.2938237,48,0.5720682740211487
1699594784.0770168,49,0.565296471118927
1699594814.8604796,50,0.5569168925285339
1699594845.691121,51,0.5537153482437134
1699594876.477776,52,0.5596354007720947
1699594907.2825794,53,0.5561690926551819
1699594938.1213932,54,0.5438092947006226
1699594969.227672,55,0.5444439649581909
1699595000.171358,56,0.5539968609809875
1699595031.1982763,57,0.5517617464065552
1699595062.0669608,58,0.5478506684303284
1699595092.9818711,59,0.552590012550354
1699595123.870077,60,0.5452181696891785
1699595154.8372838,61,0.5574154257774353
1699595185.670899,62,0.540116548538208
1699595216.6387322,63,0.5365308523178101
1699595247.4871972,64,0.5533483624458313
1699595278.4132674,65,0.5341860055923462
1699595309.4831004,66,0.5467410087585449
1699595340.4276147,67,0.5381543636322021
1699595371.5592854,68,0.537634015083313
