Wall time,Step,Value
1699335250.0147786,1,2.0546836853027344
1699335281.728981,2,1.7620478868484497
1699335313.1908777,3,1.6288845539093018
1699335344.4523942,4,1.529536247253418
1699335375.7576697,5,1.4476690292358398
1699335407.1519544,6,1.3649321794509888
1699335438.3046157,7,1.3019917011260986
1699335469.5574548,8,1.2545275688171387
1699335500.7878873,9,1.2178363800048828
1699335532.1460803,10,1.1950461864471436
1699335563.5844462,11,1.15907883644104
1699335595.127425,12,1.1361926794052124
1699335626.6059122,13,1.0975912809371948
1699335658.2073581,14,1.0831291675567627
1699335689.5784986,15,1.0541882514953613
1699335720.8333817,16,1.0316812992095947
1699335752.271049,17,0.9994040727615356
1699335783.6251986,18,0.9884856939315796
1699335815.0419376,19,0.9678128957748413
1699335846.451477,20,0.9608897566795349
1699335878.1009622,21,0.9201247096061707
1699335909.6196258,22,0.9135613441467285
1699335941.2640243,23,0.8929495215415955
1699335972.7057247,24,0.8731299638748169
1699336004.0862334,25,0.8725472092628479
1699336035.4935355,26,0.8707451820373535
1699336066.9905932,27,0.8617237210273743
1699336098.5080051,28,0.8424768447875977
1699336129.8639197,29,0.8362398743629456
1699336161.2162557,30,0.8207535743713379
1699336193.6193292,31,0.8259347677230835
1699336225.8709285,32,0.8164399266242981
1699336257.8225203,33,0.8076877593994141
1699336289.542953,34,0.7995945811271667
1699336321.339805,35,0.791325032711029
1699336353.0449321,36,0.7928141355514526
1699336384.7045252,37,0.7874804139137268
1699336416.3255777,38,0.7839933633804321
1699336448.0829034,39,0.784224271774292
1699336479.741017,40,0.7713305950164795
1699336511.4664237,41,0.772861659526825
1699336543.181672,42,0.626788854598999
1699336574.8955648,43,0.6151602864265442
1699336606.6559608,44,0.6094869375228882
1699336638.2492473,45,0.613224446773529
1699336670.0357006,46,0.6074426174163818
1699336701.9517708,47,0.6163725852966309
1699336733.9568143,48,0.6030102372169495
1699336765.8551824,49,0.6081852316856384
1699336797.7607522,50,0.608229398727417
1699336829.6391816,51,0.6075889468193054
1699336861.870875,52,0.6029182076454163
1699336894.3196626,53,0.5949530601501465
1699336926.0046017,54,0.5967226624488831
1699336957.8159742,55,0.5899149179458618
1699336989.6346312,56,0.5898770093917847
1699337021.1445713,57,0.590576708316803
1699337052.6086016,58,0.5789864659309387
1699337084.1973653,59,0.5863994359970093
1699337115.6333456,60,0.5850613713264465
1699337147.2524967,61,0.5735914707183838
1699337178.6917317,62,0.4661938548088074
1699337210.4329917,63,0.4447046220302582
1699337241.838958,64,0.4421027600765228
1699337273.2628496,65,0.44184809923171997
1699337304.6739635,66,0.44543683528900146
1699337336.0425177,67,0.44871237874031067
1699337367.38969,68,0.4452540874481201
1699337398.7916489,69,0.44275107979774475
1699337430.2135284,70,0.4440588653087616
1699337461.5761464,71,0.44452086091041565
1699337492.8282807,72,0.44236648082733154
1699337524.1733341,73,0.3633430600166321
1699337555.6913612,74,0.3424524962902069
1699337587.1687977,75,0.3472382426261902
1699337618.7147658,76,0.3425598442554474
1699337649.959047,77,0.3392897844314575
1699337681.3337555,78,0.3374253511428833
1699337712.7192018,79,0.3347782492637634
1699337744.163014,80,0.33869054913520813
1699337775.5753438,81,0.33510249853134155
1699337807.0729096,82,0.3409199118614197
1699337838.4261703,83,0.33916404843330383
1699337869.9267693,84,0.3376650810241699
1699337901.3065689,85,0.33490175008773804
1699337932.6150658,86,0.335996150970459
1699337964.80095,87,0.33397576212882996
1699337996.5231547,88,0.28073471784591675
1699338028.3516595,89,0.2610376179218292
1699338059.7459908,90,0.2573578655719757
1699338091.1653876,91,0.25406503677368164
1699338122.6262894,92,0.25886645913124084
1699338154.1195405,93,0.2589567303657532
1699338185.7047212,94,0.25431227684020996
1699338217.1131845,95,0.25111761689186096
1699338248.7082355,96,0.25200384855270386
1699338280.2533975,97,0.25135698914527893
1699338311.9243917,98,0.2461223602294922
1699338343.4105659,99,0.25068357586860657
1699338374.931434,100,0.24354688823223114
1699338406.3956022,101,0.24754171073436737
1699338437.7163687,102,0.246090829372406
1699338469.0694952,103,0.25129982829093933
1699338500.390245,104,0.245592400431633
1699338531.6598697,105,0.2434372454881668
1699338563.1537325,106,0.24284230172634125
1699338594.6843717,107,0.2463010996580124
1699338626.0169814,108,0.20762018859386444
1699338657.4579852,109,0.19319544732570648
1699338688.9600391,110,0.18849726021289825
1699338720.497308,111,0.1857845038175583
1699338751.9316537,112,0.18805275857448578
1699338783.367711,113,0.19020400941371918
1699338814.978318,114,0.18933027982711792
1699338846.7764838,115,0.18629828095436096
1699338878.7204332,116,0.18402232229709625
1699338910.3336241,117,0.1821524202823639
1699338941.9840763,118,0.18349716067314148
1699338973.4775734,119,0.18033148348331451
1699339004.9921339,120,0.1832660436630249
1699339036.6738067,121,0.18274392187595367
1699339068.0313494,122,0.17561134696006775
1699339099.5916622,123,0.1608244776725769
1699339131.2506876,124,0.1479453444480896
1699339162.72902,125,0.15018929541110992
1699339194.203808,126,0.1474406123161316
1699339225.579546,127,0.14174474775791168
1699339257.2512796,128,0.14537498354911804
1699339288.6499264,129,0.1417790651321411
1699339320.2585218,130,0.14435291290283203
1699339351.725017,131,0.14211982488632202
1699339383.1400592,132,0.14559270441532135
1699339414.3740132,133,0.14099770784378052
1699339445.6856463,134,0.13688091933727264
1699339476.862482,135,0.13791418075561523
1699339508.1140277,136,0.14090096950531006
1699339539.4417877,137,0.13544747233390808
1699339570.7388418,138,0.1279664933681488
1699339602.0735805,139,0.1226009726524353
1699339633.3980832,140,0.1209275871515274
1699339664.8343284,141,0.11860808730125427
1699339696.10031,142,0.12232038378715515
1699339727.359271,143,0.12298358231782913
1699339758.664748,144,0.11920641362667084
1699339790.444588,145,0.11755605041980743
1699339821.820134,146,0.12256883829832077
1699339853.2932143,147,0.1179986298084259
1699339884.8610463,148,0.1188010424375534
1699339916.1470773,149,0.11846131086349487
1699339947.4839222,150,0.11863770335912704
1699339978.8823826,151,0.11538538336753845
1699340010.226217,152,0.10508166253566742
1699340042.256214,153,0.10919620096683502
1699340073.6718056,154,0.11088910698890686
1699340104.9619842,155,0.10667388141155243
1699340136.3148584,156,0.11076928675174713
1699340167.681796,157,0.10814758390188217
1699340199.1767113,158,0.10785499215126038
1699340230.5342157,159,0.1051117330789566
1699340261.9341352,160,0.10671418160200119
1699340293.3362484,161,0.10696693509817123
1699340324.7184267,162,0.10555101931095123
1699340356.1412103,163,0.10682378709316254
1699340387.6013677,164,0.10342682898044586
1699340418.9297466,165,0.10147739201784134
1699340450.310654,166,0.10405302047729492
1699340481.657575,167,0.10324741899967194
1699340513.0483935,168,0.10546503961086273
1699340544.421291,169,0.10585518926382065
1699340575.8287911,170,0.10031493753194809
1699340607.1197186,171,0.10164893418550491
